3,0,0,187,255
3,1,0,187,255
3,2,0,187,255
3,3,0,187,255
3,4,0,187,255
3,12,0,187,255
3,13,0,187,255
3,14,0,187,255
3,20,0,187,255
3,26,0,187,255
3,30,0,187,255
3,31,0,187,255
3,32,0,187,255
3,33,0,187,255
3,34,0,187,255
3,35,0,187,255
3,36,0,187,255
4,5,0,187,255
4,10,0,187,255
4,11,0,187,255
4,15,0,187,255
4,20,0,187,255
4,21,0,187,255
4,26,0,187,255
4,30,0,187,255
5,5,0,187,255
5,10,0,187,255
5,15,0,187,255
5,20,0,187,255
5,21,0,187,255
5,26,0,187,255
5,30,0,187,255
6,5,0,187,255
6,9,0,187,255
6,16,0,187,255
6,20,0,187,255
6,22,0,187,255
6,26,0,187,255
6,30,0,187,255
7,5,0,187,255
7,9,0,187,255
7,16,0,187,255
7,20,0,187,255
7,23,0,187,255
7,26,0,187,255
7,30,0,187,255
7,31,0,187,255
7,32,0,187,255
7,33,0,187,255
7,34,0,187,255
8,0,0,187,255
8,1,0,187,255
8,2,0,187,255
8,3,0,187,255
8,4,0,187,255
8,9,0,187,255
8,16,0,187,255
8,20,0,187,255
8,23,0,187,255
8,26,0,187,255
8,30,0,187,255
9,3,0,187,255
9,9,0,187,255
9,16,0,187,255
9,20,0,187,255
9,24,0,187,255
9,26,0,187,255
9,30,0,187,255
10,3,0,187,255
10,9,0,187,255
10,16,0,187,255
10,20,0,187,255
10,25,0,187,255
10,26,0,187,255
10,30,0,187,255
11,4,0,187,255
11,10,0,187,255
11,11,0,187,255
11,15,0,187,255
11,20,0,187,255
11,25,0,187,255
11,26,0,187,255
11,30,0,187,255
12,5,0,187,255
12,12,0,187,255
12,13,0,187,255
12,14,0,187,255
12,20,0,187,255
12,26,0,187,255
12,30,0,187,255
12,31,0,187,255
12,32,0,187,255
12,33,0,187,255
12,34,0,187,255
12,35,0,187,255
12,36,0,187,255
